No.,storeNumber,countryCode,ownershipTypeCode,schedule,slug,latitude,longitude,streetAddressLine1,streetAddressLine2,streetAddressLine3,city,countrySubdivisionCode,postalCode,currentTimeOffset,windowsTimeZoneId,olsonTimeZoneId,GMT,GMT_city,Mon,Tue,Wed,Thu,Fri,Sat,Sun
14522,72231-35319,US,LS,"[{'dayName': 'Today', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}]",fred-meyer-warrenton-218-695-highway-101-warrenton-or-971469527-us,46.160139,-123.902626,695 Highway 101,Null,Null,Warrenton,OR,971469527,-420,Pacific Standard Time,GMT-08:00 America/Los_Angeles,GMT-08:00,America/Los_Angeles,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM
14523,10467-100979,US,CO,"[{'dayName': 'Today', 'hours': '5:00 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:00 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '5:00 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '5:00 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '5:00 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '5:00 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:00 AM to 6:00 PM', 'open': True, 'holiday': ''}]",youngs-bay-plaza-warrenton-171-south-hwy-101-warrenton-or-971469314-us,46.160733,-123.900365,171 South Hwy 101,Null,Null,Warrenton,OR,971469314,-420,Pacific Standard Time,GMT-08:00 America/Los_Angeles,GMT-08:00,America/Los_Angeles,5:00 AM to 6:00 PM,5:00 AM to 6:00 PM,5:00 AM to 6:00 PM,5:00 AM to 6:00 PM,5:00 AM to 6:00 PM,5:00 AM to 6:00 PM,5:00 AM to 6:00 PM
14524,74444-94719,US,LS,"[{'dayName': 'Today', 'hours': '5:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '5:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '5:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '5:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '5:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:00 AM to 7:00 PM', 'open': True, 'holiday': ''}]",safeway-astoria-2627-3250-lief-erikson-drive-astoria-or-971032637-us,46.1919,-123.80808,3250 Lief Erikson Drive,Null,Null,Astoria,OR,971032637,-420,Pacific Standard Time,GMT-08:00 America/Los_Angeles,GMT-08:00,America/Los_Angeles,5:00 AM to 7:00 PM,5:00 AM to 7:00 PM,5:00 AM to 7:00 PM,5:00 AM to 7:00 PM,5:00 AM to 8:00 PM,5:00 AM to 8:00 PM,5:00 AM to 7:00 PM
14525,74362-80255,US,LS,"[{'dayName': 'Today', 'hours': '5:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '5:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '5:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '5:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '5:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:00 AM to 8:00 PM', 'open': True, 'holiday': ''}]",safeway-seaside-1260-401-s-roosevelt-seaside-or-971386745-us,45.991099,-123.920415,401 S Roosevelt,Null,Null,Seaside,OR,971386745,-420,Pacific Standard Time,GMT-08:00 America/Los_Angeles,GMT-08:00,America/Los_Angeles,5:00 AM to 8:00 PM,5:00 AM to 8:00 PM,5:00 AM to 8:00 PM,5:00 AM to 8:00 PM,5:00 AM to 8:00 PM,5:00 AM to 8:00 PM,5:00 AM to 8:00 PM
14526,49305-248032,US,CO,"[{'dayName': 'Today', 'hours': '5:30 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:30 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '5:30 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '5:30 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '5:30 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '5:30 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:30 AM to 4:30 PM', 'open': True, 'holiday': ''}]",hwy-101-ave-c-seaside-420-s-roosevelt-dr-seaside-or-971386746-us,45.990908,-123.921938,420 S Roosevelt Dr,Null,Null,Seaside,OR,971386746,-420,Pacific Standard Time,GMT-08:00 America/Los_Angeles,GMT-08:00,America/Los_Angeles,5:30 AM to 4:30 PM,5:30 AM to 6:00 PM,5:30 AM to 6:00 PM,5:30 AM to 6:00 PM,5:30 AM to 6:00 PM,5:30 AM to 6:00 PM,5:30 AM to 6:00 PM
14527,56030-193547,US,LS,"[{'dayName': 'Today', 'hours': '6:30 AM to 4:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '6:30 AM to 4:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '6:30 AM to 4:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '6:30 AM to 10:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '7:00 AM to 10:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '7:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '6:30 AM to 4:00 PM', 'open': True, 'holiday': ''}]",gettysburg-hotel-off-restaurant-one-lincoln-square-gettysburg-pa-17325-us,39.831035,-77.23058,One Lincoln Square,Null,Null,Gettysburg,PA,17325,-240,Eastern Standard Time,GMT-05:00 America/New_York,GMT-05:00,America/New_York,6:30 AM to 4:00 PM,6:30 AM to 4:00 PM,6:30 AM to 4:00 PM,6:30 AM to 4:00 PM,6:30 AM to 10:00 PM,7:00 AM to 10:00 PM,7:00 AM to 9:00 PM
14528,72961-93011,US,LS,"[{'dayName': 'Today', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}]",kroger-athens-901-919-e-state-st-athens-oh-457012117-us,39.335861,-82.069216,919 E State St,Null,Null,Athens,OH,457012117,-240,Eastern Standard Time,GMT-05:00 America/New_York,GMT-05:00,America/New_York,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM
14529,54603-286500,US,CO,"[{'dayName': 'Today', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '6:30 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '7:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}]",athens-w-union-st-16-w-union-street-athens-oh-457012818-us,39.327707,-82.102039,16 W. Union Street,101,Null,Athens,OH,457012818,-240,Eastern Standard Time,GMT-05:00 America/New_York,GMT-05:00,America/New_York,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,6:30 AM to 8:00 PM,7:00 AM to 7:00 PM
14530,52451-281893,US,CO,"[{'dayName': 'Today', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '5:30 AM to 10:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '6:00 AM to 10:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}]",vienna-grand-central-mall-998-grand-central-mall-vienna-wv-261052147-us,39.303716,-81.550221,998 Grand Central Mall,Null,Null,Vienna,WV,261052147,-240,Eastern Standard Time,GMT-05:00 America/New_York,GMT-05:00,America/New_York,5:30 AM to 9:00 PM,5:30 AM to 9:00 PM,5:30 AM to 9:00 PM,5:30 AM to 9:00 PM,5:30 AM to 10:00 PM,6:00 AM to 10:00 PM,6:00 AM to 9:00 PM
14531,61702-294478,US,CO,"[{'dayName': 'Today', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '6:00 AM to 10:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '6:00 AM to 10:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '7:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}]",south-parkersburg-6-patriot-lane-parkersburg-wv-26101-us,39.217725,-81.546294,6 Patriot Lane,A,Null,Parkersburg,WV,26101,-240,Eastern Standard Time,GMT-05:00 America/New_York,GMT-05:00,America/New_York,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,6:00 AM to 10:00 PM,6:00 AM to 10:00 PM,7:00 AM to 9:00 PM
14532,58524-292725,US,CO,"[{'dayName': 'Today', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}]",marietta-703-pike-street-marietta-oh-457503502-us,39.407726,-81.418987,703 Pike Street,Null,Null,Marietta,OH,457503502,-240,Eastern Standard Time,GMT-05:00 America/New_York,GMT-05:00,America/New_York,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM
14533,72569-93001,US,LS,"[{'dayName': 'Today', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}]",kroger-zanesville-891-3387-maple-ave-zanesville-oh-437011338-us,39.982687,-82.021443,3387 Maple Ave,Null,Null,Zanesville,OH,437011338,-240,Eastern Standard Time,GMT-05:00 America/New_York,GMT-05:00,America/New_York,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM
14534,11067-103570,US,CO,"[{'dayName': 'Today', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}]",zanesville-oh-3934-taryn-trace-unit-m-1-northpointe-center-zanes,39.993129,-82.031022,3934 Taryn Trace Unit M1,Null,Northpointe Center,Zanesville,OH,437011747,-240,Eastern Standard Time,GMT-05:00 America/New_York,GMT-05:00,America/New_York,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:30 AM to 9:00 PM,6:00 AM to 9:00 PM
14535,28789-250692,US,LS,"[{'dayName': 'Today', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '8:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '8:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}]",ft-hood-tj-mills-food-court-118-761st-tank-battalion-ave-fort-hood-tx-76544-us,31.137426,-97.765165,118 761st Tank Battalion Ave,Null,Null,Fort Hood,TX,76544,-300,Central Standard Time,GMT-06:00 America/Chicago,GMT-06:00,America/Chicago,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,8:00 AM to 8:00 PM,8:00 AM to 8:00 PM
14536,14684-121044,US,CO,"[{'dayName': 'Today', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}]",s-fort-hood-hwy-190-1033-s-fort-hood-st-killeen-tx-765412584-us,31.11132,-97.747361,1033 S Fort Hood St.,Null,Null,Killeen,TX,765412584,-300,Central Standard Time,GMT-06:00 America/Chicago,GMT-06:00,America/Chicago,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,6:00 AM to 9:00 PM
14537,3443-92931,US,CO,"[{'dayName': 'Today', 'hours': '5:00 AM to 10:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:00 AM to 10:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '5:00 AM to 10:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '5:00 AM to 10:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '5:00 AM to 10:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '6:00 AM to 10:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:00 AM to 10:00 PM', 'open': True, 'holiday': ''}]",trimmier-hwy-190-2600-trimmier-road-killeen-tx-765426012-us,31.091899,-97.73285,2600 Trimmier Road,Suite A,Null,Killeen,TX,765426012,-300,Central Standard Time,GMT-06:00 America/Chicago,GMT-06:00,America/Chicago,5:00 AM to 10:00 PM,5:00 AM to 10:00 PM,5:00 AM to 10:00 PM,5:00 AM to 10:00 PM,5:00 AM to 10:00 PM,5:00 AM to 10:00 PM,6:00 AM to 10:00 PM
14538,47670-241075,US,LS,"[{'dayName': 'Today', 'hours': '6:00 AM to 3:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '6:00 AM to 3:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '6:00 AM to 3:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '6:00 AM to 3:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '7:00 AM to 4:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '7:00 AM to 4:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '6:00 AM to 3:00 PM', 'open': True, 'holiday': ''}]",carl-r-darnall-army-medical-center-santa-fe-ave-bldg-36065-fort-hood-tx-76544-us,31.131282,-97.775218,Santa Fe Ave Bldg 36065,ABC,Null,Fort Hood,TX,76544,-300,Central Standard Time,GMT-06:00 America/Chicago,GMT-06:00,America/Chicago,6:00 AM to 3:00 PM,6:00 AM to 3:00 PM,6:00 AM to 3:00 PM,6:00 AM to 3:00 PM,6:00 AM to 3:00 PM,7:00 AM to 4:00 PM,7:00 AM to 4:00 PM
14539,24158-202586,US,LS,"[{'dayName': 'Today', 'hours': '7:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '7:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '7:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '7:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '8:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '8:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '7:00 AM to 8:00 PM', 'open': True, 'holiday': ''}]",ft-hood-clear-creek-exchange-tank-destroyer-blvd-clear-creek-rd-killeen-tx-7654,31.130144,-97.797987,Tank Destroyer Blvd & Clear Creek Rd,Null,Null,Killeen,TX,76544,-300,Central Standard Time,GMT-06:00 America/Chicago,GMT-06:00,America/Chicago,7:00 AM to 8:00 PM,7:00 AM to 8:00 PM,7:00 AM to 8:00 PM,7:00 AM to 8:00 PM,7:00 AM to 8:00 PM,8:00 AM to 8:00 PM,8:00 AM to 7:00 PM
14540,48083-261024,US,CO,"[{'dayName': 'Today', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}]",stan-schlueter-fort-hood-507-w-stan-schlueter-loop-killeen-tx-765423986-us,31.077969,-97.756281,507 W. Stan Schlueter Loop,Null,Null,Killeen,TX,765423986,-300,Central Standard Time,GMT-06:00 America/Chicago,GMT-06:00,America/Chicago,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,6:00 AM to 8:00 PM
14541,24495-186532,US,CO,"[{'dayName': 'Today', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}]",clear-creek-hwy-190-2108-s-clear-creek-road-killeen-tx-765496678-us,31.113116,-97.799264,2108 S. CLEAR CREEK ROAD,Null,Null,Killeen,TX,765496678,-300,Central Standard Time,GMT-06:00 America/Chicago,GMT-06:00,America/Chicago,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,6:00 AM to 9:00 PM
14542,16208-153668,US,CO,"[{'dayName': 'Today', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}]",hwy-190-de-wald-2524-e-highway-190-copperas-cove-tx-765222529-us,31.120247,-97.875101,2524 E Highway 190,Null,Null,Copperas Cove,TX,765222529,-300,Central Standard Time,GMT-06:00 America/Chicago,GMT-06:00,America/Chicago,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM
14543,3437-93690,US,CO,"[{'dayName': 'Today', 'hours': '6:00 AM to 4:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '6:00 AM to 4:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '6:00 AM to 4:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '6:00 AM to 4:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '6:00 AM to 4:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '6:00 AM to 4:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '6:00 AM to 4:00 PM', 'open': True, 'holiday': ''}]",missoula-1-90-and-reserve-5260-grant-creek-road-missoula-mt-598081492-us,46.914377,-114.032934,5260 Grant Creek Road,Null,Null,Missoula,MT,598081492,-360,Mountain Standard Time,GMT-07:00 America/Denver,GMT-07:00,America/Denver,6:00 AM to 4:00 PM,6:00 AM to 4:00 PM,6:00 AM to 4:00 PM,6:00 AM to 4:00 PM,6:00 AM to 4:00 PM,6:00 AM to 4:00 PM,6:00 AM to 4:00 PM
14544,76761-108200,US,LS,"[{'dayName': 'Today', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}]",target-missoula-t-885-2420-reserve-st-missoula-mt-598081317-us,46.888037,-114.03704,2420 Reserve St,Null,Null,Missoula,MT,598081317,-360,Mountain Standard Time,GMT-07:00 America/Denver,GMT-07:00,America/Denver,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM
